id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s1120,PRED,-74.432,32.626,45.921,69.568,20.626,46.921,-14.432,-30.374,53.921,6.568,-31.374,54.921,-38.432,-33.474,-18.179,39.568,-33.474,-18.179,-35.332,38.526,-42.079,39.568,32.526,-46.179
s1339,PRED,-71.265,13.037,49.596,77.635,10.037,44.696,-6.365,-46.963,46.696,14.635,-44.963,46.696,-41.365,-26.963,-15.504,42.635,-26.963,-17.504,-32.365,25.037,-39.504,30.635,25.037,-44.504
s1347,GT,-75.448,22.121,49.492,78.552,26.121,51.492,-8.448,-34.879,58.492,15.552,-33.879,57.492,-31.448,-41.979,-16.608,33.552,-38.979,-16.608,-26.448,18.021,-46.608,27.552,22.021,-46.608
s1069,PRED,-73.898,13.304,47.378,76.102,20.304,47.378,-13.898,-34.696,47.378,4.102,-38.696,47.378,-33.898,-30.696,-20.822,32.102,-32.696,-19.822,-25.898,36.304,-46.822,31.102,24.304,-44.822
s1348,GT,-74.445,27.393,53.648,79.455,15.393,50.748,-8.545,-41.607,57.748,14.455,-43.607,57.748,-32.545,-34.607,-20.452,31.455,-37.607,-17.452,-25.545,24.393,-44.452,27.455,24.393,-43.452
s1347,PRED,-77.924,23.730,49.594,75.076,17.730,53.594,-13.924,-34.270,55.594,9.076,-36.270,57.594,-32.924,-30.370,-23.506,39.076,-30.370,-17.506,-26.924,17.630,-48.506,27.076,18.630,-48.506
s1322,GT,-79.894,12.859,54.221,76.106,13.859,54.221,-13.894,-50.141,52.221,16.106,-50.141,52.221,-32.894,-36.141,-19.979,34.106,-37.141,-22.979,-35.894,29.859,-42.979,32.106,26.859,-43.979
s1339,GT,-73.932,-6.118,52.976,76.968,-3.118,50.076,-6.032,-51.118,47.076,11.968,-48.118,47.076,-38.032,-28.118,-18.124,40.968,-28.118,-19.124,-28.032,29.882,-39.124,27.968,32.882,-42.124
s1348,PRED,-73.930,25.775,49.874,82.070,16.775,47.874,-15.930,-34.225,52.874,10.070,-36.225,53.874,-34.930,-28.325,-23.226,37.070,-30.325,-20.226,-25.930,26.675,-48.226,31.070,23.675,-45.226
s1373,GT,-81.000,16.186,53.304,83.000,22.186,51.304,-4.000,-43.814,53.304,23.000,-43.814,53.304,-32.000,-30.814,-20.896,34.000,-30.814,-19.896,-30.000,24.186,-41.896,25.000,27.186,-41.896
s1377,PRED,-86.446,23.185,48.339,84.554,14.185,50.339,-8.446,-33.815,59.339,9.554,-34.815,60.339,-32.446,-30.915,-17.761,33.554,-31.915,-16.761,-29.446,29.085,-49.761,32.554,26.185,-47.661
s1373,PRED,-80.248,4.907,53.332,78.752,9.907,51.332,-6.248,-47.093,50.332,12.752,-44.093,50.332,-32.248,-27.093,-22.868,33.752,-27.093,-23.868,-32.248,35.907,-43.868,30.752,36.907,-44.868
s1336,GT,-76.637,17.933,49.236,73.263,18.033,52.236,-3.737,-40.067,55.336,5.263,-43.067,55.336,-31.737,-31.067,-18.864,34.263,-30.067,-17.864,-23.737,26.933,-42.864,25.263,24.933,-42.864
s1349,GT,-78.371,13.612,59.892,93.729,7.612,44.992,-8.271,-53.388,52.992,16.729,-55.488,47.892,-39.271,-29.388,-18.208,34.729,-38.388,-24.208,-37.271,45.612,-36.208,35.729,42.612,-42.208
s1349,PRED,-77.661,22.186,56.134,91.239,10.186,50.034,-3.661,-44.814,53.134,-1.661,-44.814,53.134,-34.661,-31.814,-20.066,37.339,-28.814,-24.066,-31.661,40.286,-43.966,29.339,34.186,-50.066
s1377,GT,-89.756,26.707,43.299,91.044,18.707,49.299,-10.856,-30.293,64.399,1.144,-30.293,64.399,-33.856,-35.293,-13.801,32.144,-38.293,-7.801,-23.856,22.707,-48.801,33.144,23.707,-46.801
