id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s1046,GT,-75.574,24.055,52.882,84.426,21.055,52.882,-9.574,-44.945,59.882,14.426,-46.945,59.882,-32.574,-29.945,-14.318,30.426,-31.945,-15.318,-29.574,29.055,-48.318,27.426,29.055,-48.318
s1349,PRED,-83.379,29.874,58.174,96.521,16.874,47.274,-5.379,-50.126,52.174,21.621,-50.126,48.174,-39.479,-27.126,-20.926,35.521,-36.126,-23.926,-31.479,35.874,-43.926,31.521,32.974,-46.826
s1336,PRED,-77.856,19.437,44.329,73.044,22.337,50.329,-12.856,-38.663,53.429,10.144,-38.663,53.429,-29.856,-31.663,-20.771,37.144,-29.663,-19.771,-26.856,23.337,-44.771,27.144,25.337,-44.771
s1347,GT,-75.448,22.121,49.492,78.552,26.121,51.492,-8.448,-34.879,58.492,15.552,-33.879,57.492,-31.448,-41.979,-16.608,33.552,-38.979,-16.608,-26.448,18.021,-46.608,27.552,22.021,-46.608
s1348,GT,-74.445,27.393,53.648,79.455,15.393,50.748,-8.545,-41.607,57.748,14.455,-43.607,57.748,-32.545,-34.607,-20.452,31.455,-37.607,-17.452,-25.545,24.393,-44.452,27.455,24.393,-43.452
s1347,PRED,-80.174,22.893,47.770,74.826,21.893,52.770,-15.174,-34.107,55.770,3.826,-34.107,56.770,-30.174,-34.207,-20.330,37.826,-34.207,-17.330,-27.174,17.793,-48.330,32.826,17.793,-48.330
s1322,GT,-79.894,12.859,54.221,76.106,13.859,54.221,-13.894,-50.141,52.221,16.106,-50.141,52.221,-32.894,-36.141,-19.979,34.106,-37.141,-22.979,-35.894,29.859,-42.979,32.106,26.859,-43.979
s1339,GT,-73.932,-6.118,52.976,76.968,-3.118,50.076,-6.032,-51.118,47.076,11.968,-48.118,47.076,-38.032,-28.118,-18.124,40.968,-28.118,-19.124,-28.032,29.882,-39.124,27.968,32.882,-42.124
s1373,PRED,-80.763,7.344,53.902,82.137,13.344,52.002,-3.863,-46.656,51.002,15.137,-49.656,51.002,-32.863,-29.656,-23.198,33.137,-30.656,-23.198,-29.863,29.344,-44.198,27.137,35.344,-44.198
s1348,PRED,-75.515,23.336,52.162,84.485,17.336,46.162,-9.515,-40.664,55.162,11.485,-40.664,55.162,-37.515,-24.664,-20.038,34.485,-27.664,-19.038,-27.515,24.236,-46.938,27.485,24.336,-47.038
s1373,GT,-81.000,16.186,53.304,83.000,22.186,51.304,-4.000,-43.814,53.304,23.000,-43.814,53.304,-32.000,-30.814,-20.896,34.000,-30.814,-19.896,-30.000,24.186,-41.896,25.000,27.186,-41.896
s1349,GT,-78.371,13.612,59.892,93.729,7.612,44.992,-8.271,-53.388,52.992,16.729,-55.488,47.892,-39.271,-29.388,-18.208,34.729,-38.388,-24.208,-37.271,45.612,-36.208,35.729,42.612,-42.208
s1336,GT,-76.637,17.933,49.236,73.263,18.033,52.236,-3.737,-40.067,55.336,5.263,-43.067,55.336,-31.737,-31.067,-18.864,34.263,-30.067,-17.864,-23.737,26.933,-42.864,25.263,24.933,-42.864
s1377,GT,-89.756,26.707,43.299,91.044,18.707,49.299,-10.856,-30.293,64.399,1.144,-30.293,64.399,-33.856,-35.293,-13.801,32.144,-38.293,-7.801,-23.856,22.707,-48.801,33.144,23.707,-46.801
s1377,PRED,-88.225,31.217,44.611,87.775,31.217,44.611,-8.225,-16.683,67.511,21.775,-21.683,47.511,-35.225,-32.783,-16.589,32.775,-34.783,-14.589,20.775,45.217,-20.589,29.775,24.217,-49.589
s0986,PRED,-75.057,25.733,42.286,75.943,16.733,47.286,-5.057,-46.167,47.186,3.943,-45.167,46.186,-11.057,7.833,-49.814,22.843,-71.267,-15.814,77.943,52.733,6.086,80.943,45.733,7.086
