id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s1348,PRED,-78.808,26.174,48.381,82.092,17.174,50.281,-10.808,-39.826,51.381,7.192,-39.826,51.381,-33.808,-27.826,-20.819,35.192,-27.826,-19.819,-23.808,25.174,-44.819,29.192,24.174,-44.819
s1336,PRED,-81.738,21.324,45.280,74.262,18.324,50.280,-9.738,-38.676,50.280,7.262,-38.676,51.280,-32.738,-28.776,-20.820,36.262,-31.776,-19.820,-26.738,25.224,-44.820,27.262,25.224,-44.820
s1339,PRED,-79.867,-3.453,51.940,79.233,1.547,48.040,-13.767,-45.453,41.040,9.233,-46.453,44.040,-38.767,-29.453,-17.160,43.233,-27.453,-18.160,-29.767,33.547,-41.160,31.233,32.547,-42.160
s1016,PRED,-87.557,10.881,50.917,86.443,25.881,53.917,-5.557,-36.119,52.917,14.443,-39.219,51.017,-34.557,-0.319,-36.083,38.443,-21.219,-17.183,-28.557,24.781,-50.183,27.443,27.781,-47.183
s1347,GT,-75.448,22.121,49.492,78.552,26.121,51.492,-8.448,-34.879,58.492,15.552,-33.879,57.492,-31.448,-41.979,-16.608,33.552,-38.979,-16.608,-26.448,18.021,-46.608,27.552,22.021,-46.608
s1348,GT,-74.445,27.393,53.648,79.455,15.393,50.748,-8.545,-41.607,57.748,14.455,-43.607,57.748,-32.545,-34.607,-20.452,31.455,-37.607,-17.452,-25.545,24.393,-44.452,27.455,24.393,-43.452
s1339,GT,-74.031,-6.187,52.576,76.869,-3.187,49.676,-6.131,-51.187,46.676,11.869,-48.187,46.676,-38.131,-32.187,-18.524,40.869,-32.187,-19.524,-28.131,29.813,-39.524,28.869,34.813,-42.524
s1322,GT,-79.894,12.859,54.221,76.106,13.859,54.221,-13.894,-50.141,52.221,16.106,-50.141,52.221,-32.894,-36.141,-19.979,34.106,-37.141,-22.979,-35.894,29.859,-42.979,32.106,26.859,-43.979
s1373,GT,-81.000,16.186,53.304,83.000,22.186,51.304,-4.000,-43.814,53.304,23.000,-43.814,53.304,-32.000,-30.814,-20.896,34.000,-30.814,-19.896,-30.000,24.186,-41.896,25.000,27.186,-41.896
s1349,PRED,-76.800,12.924,59.186,87.100,10.924,51.286,-3.900,-50.076,51.286,14.100,-50.076,51.286,-38.900,-27.076,-19.914,38.100,-29.076,-23.914,-33.900,36.924,-43.914,32.100,35.924,-47.914
s1373,PRED,-81.578,8.076,48.967,81.322,14.076,51.867,-13.578,-46.924,48.967,9.422,-46.924,48.967,-32.578,-31.924,-22.233,38.422,-28.924,-23.233,-30.578,34.076,-43.233,29.422,34.076,-40.233
s1046,GT,-79.020,22.183,53.356,81.980,19.183,53.356,-19.020,-44.817,60.356,7.980,-46.817,60.356,-32.020,-38.917,-14.744,29.980,-35.917,-16.744,-29.020,35.083,-47.744,27.980,25.083,-47.744
s1349,GT,-78.371,13.612,59.892,93.729,7.612,44.992,-8.271,-53.388,52.992,16.729,-55.488,47.892,-39.271,-29.388,-18.208,34.729,-38.388,-24.208,-37.271,45.612,-36.208,35.729,42.612,-42.208
s1377,PRED,-87.604,25.650,47.642,87.396,13.650,50.642,-8.604,-28.350,59.642,9.396,-28.350,59.642,-37.604,-28.350,-16.558,34.396,-39.350,-14.558,-32.604,24.650,-47.558,32.396,24.550,-47.458
s1336,GT,-76.637,17.933,49.236,73.263,18.033,52.236,-3.737,-40.067,55.336,5.263,-43.067,55.336,-31.737,-31.067,-18.864,34.263,-30.067,-17.864,-23.737,26.933,-42.864,25.263,24.933,-42.864
s1377,GT,-89.756,26.707,43.299,91.044,18.707,49.299,-10.856,-30.293,64.399,1.144,-30.293,64.399,-33.856,-35.293,-13.801,32.144,-38.293,-7.801,-23.856,22.707,-48.801,33.144,23.707,-46.801
