id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s1046,GT,-75.574,24.055,52.882,84.426,21.055,52.882,-9.574,-44.945,59.882,14.426,-46.945,59.882,-32.574,-29.945,-14.318,30.426,-31.945,-15.318,-29.574,29.055,-48.318,27.426,29.055,-48.318
s1336,PRED,-76.814,20.543,45.403,74.086,18.543,51.303,-14.814,-39.457,52.403,7.186,-39.457,52.403,-31.814,-30.457,-19.797,36.186,-27.457,-16.797,-25.814,25.543,-43.798,25.186,25.543,-43.798
s1349,PRED,-81.883,22.886,74.545,86.917,4.886,45.545,-3.983,-50.114,50.645,16.017,-50.114,50.645,-35.983,-34.114,-23.555,38.017,-39.114,-25.555,-30.983,37.886,-41.555,32.017,32.886,-47.555
s1347,GT,-75.448,22.121,49.492,78.552,26.121,51.492,-8.448,-34.879,58.492,15.552,-33.879,57.492,-31.448,-41.979,-16.608,33.552,-38.979,-16.608,-26.448,18.021,-46.608,27.552,22.021,-46.608
s1347,PRED,-77.799,20.015,49.008,73.201,25.015,52.008,-14.799,-33.985,57.008,4.201,-34.985,57.008,-32.799,-33.985,-19.192,35.201,-33.985,-16.192,-26.799,21.015,-49.192,32.201,18.015,-47.192
s1348,PRED,-74.854,24.795,51.502,82.046,12.795,48.602,-12.954,-38.205,54.602,12.046,-40.205,54.602,-35.954,-31.205,-19.598,33.046,-31.205,-18.598,-26.954,23.695,-46.498,27.046,23.795,-46.598
s1373,GT,-81.000,16.186,53.304,83.000,22.186,51.304,-4.000,-43.814,53.304,23.000,-43.814,53.304,-32.000,-30.814,-20.896,34.000,-30.814,-19.896,-30.000,24.186,-41.896,25.000,27.186,-41.896
s1339,GT,-73.932,-6.118,52.976,76.968,-3.118,50.076,-6.032,-51.118,47.076,11.968,-48.118,47.076,-38.032,-28.118,-18.124,40.968,-28.118,-19.124,-28.032,29.882,-39.124,27.968,32.882,-42.124
s1348,GT,-74.445,27.393,53.648,79.455,15.393,50.748,-8.545,-41.607,57.748,14.455,-43.607,57.748,-32.545,-34.607,-20.452,31.455,-37.607,-17.452,-25.545,24.393,-44.452,27.455,24.393,-43.452
s1322,GT,-79.894,12.859,54.221,76.106,13.859,54.221,-13.894,-50.141,52.221,16.106,-50.141,52.221,-32.894,-36.141,-19.979,34.106,-37.141,-22.979,-35.894,29.859,-42.979,32.106,26.859,-43.979
s1339,PRED,-75.626,-1.524,51.803,79.374,1.476,48.803,-5.626,-47.524,45.803,12.374,-49.524,45.803,-39.626,-32.524,-15.397,37.374,-32.524,-19.397,-32.626,32.476,-39.397,28.374,29.476,-43.397
s1373,PRED,-82.331,13.402,52.137,81.569,16.402,50.237,-6.431,-43.598,52.237,10.569,-43.598,52.237,-33.431,-30.598,-18.963,33.569,-31.598,-21.963,-27.431,23.402,-42.963,24.569,26.402,-42.963
s1336,GT,-76.637,17.933,49.236,73.263,18.033,52.236,-3.737,-40.067,55.336,5.263,-43.067,55.336,-31.737,-31.067,-18.864,34.263,-30.067,-17.864,-23.737,26.933,-42.864,25.263,24.933,-42.864
s1349,GT,-78.371,13.612,59.892,93.729,7.612,44.992,-8.271,-53.388,52.992,16.729,-55.488,47.892,-39.271,-29.388,-18.208,34.729,-38.388,-24.208,-37.271,45.612,-36.208,35.729,42.612,-42.208
s1377,PRED,-86.252,22.652,47.882,90.748,19.652,46.882,-5.252,-31.348,62.882,15.748,-29.348,61.882,-35.252,-32.348,-14.318,33.748,-32.348,-12.318,-28.252,22.652,-50.318,33.748,22.652,-48.318
s1377,GT,-89.756,26.707,43.299,91.044,18.707,49.299,-10.856,-30.293,64.399,1.144,-30.293,64.399,-33.856,-35.293,-13.801,32.144,-38.293,-7.801,-23.856,22.707,-48.801,33.144,23.707,-46.801
