id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s1347,PRED,-76.862,22.946,47.361,76.138,22.946,48.361,-5.862,-35.054,54.361,9.138,-32.054,53.361,-34.862,-31.154,-16.739,35.038,-34.154,-14.639,-28.962,21.846,-46.639,33.138,34.946,-43.639
s1336,PRED,-77.686,19.776,47.816,77.314,16.776,48.816,-15.686,-37.224,50.816,9.314,-37.224,51.816,-31.686,-31.324,-19.284,40.314,-26.324,-17.284,-24.686,20.676,-44.284,26.314,25.676,-44.284
s1339,PRED,-77.644,6.504,49.846,80.256,10.504,46.946,-4.744,-50.496,46.946,10.256,-50.496,46.946,-40.744,-30.496,-20.254,40.256,-30.496,-20.254,-31.744,29.504,-41.254,32.256,29.504,-42.254
s1347,GT,-75.448,22.121,49.492,78.552,26.121,51.492,-8.448,-34.879,58.492,15.552,-33.879,57.492,-31.448,-41.979,-16.608,33.552,-38.979,-16.608,-26.448,18.021,-46.608,27.552,22.021,-46.608
s1348,PRED,-74.311,18.662,51.327,79.589,15.662,47.427,-5.411,-37.338,53.427,11.589,-37.338,53.427,-35.411,-34.338,-20.773,30.589,-37.338,-20.773,-26.411,22.662,-44.773,25.589,22.662,-46.773
s1348,GT,-74.445,27.393,53.648,79.455,15.393,50.748,-8.545,-41.607,57.748,14.455,-43.607,57.748,-32.545,-34.607,-20.452,31.455,-37.607,-17.452,-25.545,24.393,-44.452,27.455,24.393,-43.452
s1339,GT,-74.031,-6.187,52.576,76.869,-3.187,49.676,-6.131,-51.187,46.676,11.869,-48.187,46.676,-38.131,-32.187,-18.524,40.869,-32.187,-19.524,-28.131,29.813,-39.524,28.869,34.813,-42.524
s1373,PRED,-82.154,6.642,48.416,79.746,9.742,50.416,-14.154,-48.258,48.516,6.846,-48.258,48.516,-32.154,-33.258,-22.684,36.846,-31.258,-19.684,-29.154,31.742,-43.684,29.846,34.742,-43.684
s1322,GT,-79.894,12.859,54.221,76.106,13.859,54.221,-13.894,-50.141,52.221,16.106,-50.141,52.221,-32.894,-36.141,-19.979,34.106,-37.141,-22.979,-35.894,29.859,-42.979,32.106,26.859,-43.979
s1373,GT,-81.000,16.186,53.304,83.000,22.186,51.304,-4.000,-43.814,53.304,23.000,-43.814,53.304,-32.000,-30.814,-20.896,34.000,-30.814,-19.896,-30.000,24.186,-41.896,25.000,27.186,-41.896
s1349,GT,-78.371,13.612,59.892,93.729,7.612,44.992,-8.271,-53.388,52.992,16.729,-55.488,47.892,-39.271,-29.388,-18.208,34.729,-38.388,-24.208,-37.271,45.612,-36.208,35.729,42.612,-42.208
s1046,GT,-79.020,22.183,53.356,81.980,19.183,53.356,-19.020,-44.817,60.356,7.980,-46.817,60.356,-32.020,-38.917,-14.744,29.980,-35.917,-16.744,-29.020,35.083,-47.744,27.980,25.083,-47.744
s1336,GT,-76.637,17.933,49.236,73.263,18.033,52.236,-3.737,-40.067,55.336,5.263,-43.067,55.336,-31.737,-31.067,-18.864,34.263,-30.067,-17.864,-23.737,26.933,-42.864,25.263,24.933,-42.864
s1377,GT,-89.756,26.707,43.299,91.044,18.707,49.299,-10.856,-30.293,64.399,1.144,-30.293,64.399,-33.856,-35.293,-13.801,32.144,-38.293,-7.801,-23.856,22.707,-48.801,33.144,23.707,-46.801
s1377,PRED,-85.738,19.563,47.747,88.262,21.563,47.747,-4.738,-34.537,56.847,15.262,-36.537,56.847,-31.738,-31.537,-14.353,34.262,-34.537,-14.353,-30.738,29.463,-50.353,34.262,25.463,-49.353
s1349,PRED,-82.822,18.014,56.582,97.178,18.014,47.582,-1.822,-48.886,56.482,-1.822,-48.986,56.582,-8.822,-3.986,-53.618,23.178,-80.986,-10.618,89.178,55.014,-4.618,96.178,33.014,6.382
