id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s1347,PRED,-79.700,21.505,49.248,76.300,25.505,51.248,-14.700,-35.495,57.248,7.300,-34.495,57.248,-33.700,-32.495,-15.952,36.300,-32.495,-16.952,-27.700,14.505,-45.952,30.300,20.505,-46.952
s1322,PRED,-77.290,12.343,51.059,78.710,18.343,53.059,-5.190,-46.657,48.959,18.810,-46.657,47.959,-35.290,-32.657,-18.141,34.710,-32.657,-21.141,-40.290,33.343,-42.141,33.710,33.343,-42.141
s1373,GT,-81.000,16.186,53.304,83.000,22.186,51.304,-4.000,-43.814,53.304,23.000,-43.814,53.304,-32.000,-30.814,-20.896,34.000,-30.814,-19.896,-30.000,24.186,-41.896,25.000,27.186,-41.896
s1347,GT,-75.448,22.121,49.492,78.552,26.121,51.492,-8.448,-34.879,58.492,15.552,-33.879,57.492,-31.448,-41.979,-16.608,33.552,-38.979,-16.608,-26.448,18.021,-46.608,27.552,22.021,-46.608
s1348,PRED,-77.388,28.263,49.385,84.612,16.263,46.385,-8.388,-39.737,54.385,11.612,-39.737,54.385,-35.388,-25.737,-19.815,31.612,-30.737,-19.815,-26.388,23.263,-43.815,28.512,22.263,-43.715
s1348,GT,-74.445,27.393,53.648,79.455,15.393,50.748,-8.545,-41.607,57.748,14.455,-43.607,57.748,-32.545,-34.607,-20.452,31.455,-37.607,-17.452,-25.545,24.393,-44.452,27.455,24.393,-43.452
s1373,PRED,-81.780,14.251,50.019,84.220,23.251,49.019,-3.780,-44.749,52.019,18.220,-42.749,50.019,-32.780,-30.849,-21.081,36.220,-26.849,-21.081,-31.780,28.151,-43.081,25.220,30.151,-43.081
s1339,GT,-74.031,-6.187,52.576,76.869,-3.187,49.676,-6.131,-51.187,46.676,11.869,-48.187,46.676,-38.131,-32.187,-18.524,40.869,-32.187,-19.524,-28.131,29.813,-39.524,28.869,34.813,-42.524
s1349,PRED,-86.730,30.225,49.733,88.170,14.225,49.833,-3.830,-45.775,49.833,14.170,-45.775,49.833,-38.830,-35.775,-18.367,34.170,-32.775,-24.367,-35.830,29.225,-40.367,30.170,29.225,-45.367
s1322,GT,-79.894,12.859,54.221,76.106,13.859,54.221,-13.894,-50.141,52.221,16.106,-50.141,52.221,-32.894,-36.141,-19.979,34.106,-37.141,-22.979,-35.894,29.859,-42.979,32.106,26.859,-43.979
s1046,GT,-79.020,22.183,53.356,81.980,19.183,53.356,-19.020,-44.817,60.356,7.980,-46.817,60.356,-32.020,-38.917,-14.744,29.980,-35.917,-16.744,-29.020,35.083,-47.744,27.980,25.083,-47.744
s1336,GT,-76.637,17.933,49.236,73.263,18.033,52.236,-3.737,-40.067,55.336,5.263,-43.067,55.336,-31.737,-31.067,-18.864,34.263,-30.067,-17.864,-23.737,26.933,-42.864,25.263,24.933,-42.864
s1349,GT,-78.371,13.612,59.892,93.729,7.612,44.992,-8.271,-53.388,52.992,16.729,-55.488,47.892,-39.271,-29.388,-18.208,34.729,-38.388,-24.208,-37.271,45.612,-36.208,35.729,42.612,-42.208
s1377,PRED,-86.691,25.317,43.586,86.309,19.417,49.486,-16.691,-29.683,61.586,3.309,-29.683,61.586,-33.691,-32.683,-14.614,35.309,-29.683,-14.614,-26.691,24.317,-48.614,33.309,24.317,-48.614
s1120,PRED,-43.821,23.959,-43.047,-0.721,-6.041,-45.147,-46.721,32.959,-42.147,0.279,12.959,-46.147,2.279,28.959,-7.947,68.279,22.059,39.953,-8.721,-49.141,45.953,41.379,-66.041,12.953
s1377,GT,-89.756,26.707,43.299,91.044,18.707,49.299,-10.856,-30.293,64.399,1.144,-30.293,64.399,-33.856,-35.293,-13.801,32.144,-38.293,-7.801,-23.856,22.707,-48.801,33.144,23.707,-46.801
